IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi1g74350.1|pacid:21823049	-2.085498304	397.5267455	0.351339789	-5.935844356	2.92E-09	5.57E-08	"GO:0003700,GO:0043565,GO:0006355,GO:0005634"	heat shock transcription factor  A6B	"heat stress transcription factor, putative, expressed"
bradi1g74390.1|pacid:21821535	2.33823772	16.88669168	0.529526589	4.415713526	1.01E-05	9.17E-05			
bradi1g74410.1|pacid:21823703	-3.573756506	4.352450742	0.563891957	-6.337661783	2.33E-10	5.29E-09	GO:0005515	IQ-domain 19	"IQ calmodulin-binding motif family protein, putative, expressed"
bradi1g74420.1|pacid:21822047	-1.733131277	285.6868969	0.20680809	-8.380384348	5.28E-17	2.86E-15	"GO:0005215,GO:0006810,GO:0055085,GO:0016021"	sulfate transporter 3;1	"sulfate transporter, putative, expressed"
bradi1g74450.1|pacid:21822388	-1.005029576	31.45977221	0.23764	-4.229210472	2.35E-05	0.000192836		P-loop containing nucleoside triphosphate hydrolases superfamily protein	"RNA helicase SDE3, putative, expressed"
bradi1g74470.2|pacid:21814987	1.132832059	359.128905	0.115529261	9.805585617	1.07E-22	1.03E-20			expressed protein
bradi1g74490.1|pacid:21822029	1.855768178	45.33498955	0.27762749	6.684381941	2.32E-11	6.13E-10			expressed protein
bradi1g74500.1|pacid:21820875	1.797260185	11.09415888	0.384978394	4.66847026	3.03E-06	3.15E-05		Tetratricopeptide repeat (TPR)-like superfamily protein	"PPR repeat domain containing protein, putative, expressed"
bradi1g74640.1|pacid:21822699	-1.260650608	826.6825478	0.220652431	-5.713286746	1.11E-08	1.89E-07	"GO:0005524,GO:0016887,GO:0016020"	ABC-2 type transporter family protein	"ABC-2 type transporter domain containing protein, expressed"
bradi1g74700.1|pacid:21819424	-1.455486652	37.92894814	0.273066523	-5.330154124	9.81E-08	1.39E-06		winged-helix DNA-binding transcription factor family protein	"la domain containing protein, putative, expressed"
bradi1g74770.1|pacid:21817354	-1.731588586	2.099678408	0.5740666	-3.016354871	0.002558337	0.010994219	"GO:0009055,GO:0016491,GO:0055114,GO:0050660,GO:0008033,GO:0016705,GO:0016117,GO:0004497"	FAD/NAD(P)-binding oxidoreductase family protein	expressed protein
bradi1g74790.1|pacid:21820217	-1.11904268	58.09806956	0.381512339	-2.93317559	0.003355141	0.013759354	"GO:0009055,GO:0016491,GO:0055114,GO:0016705,GO:0016117,GO:0004497"	FAD/NAD(P)-binding oxidoreductase family protein	expressed protein
bradi1g74800.1|pacid:21822406	-2.122530843	44.023914	0.249188795	-8.517761981	1.63E-17	9.42E-16			"OsFBX9 - F-box domain containing protein, expressed"
bradi1g74810.1|pacid:21817282	-1.908952043	204.8090459	0.415058506	-4.599236044	4.24E-06	4.24E-05	"GO:0009055,GO:0016491,GO:0055114,GO:0016705,GO:0016117,GO:0004497"	FAD/NAD(P)-binding oxidoreductase family protein	expressed protein
bradi1g74900.1|pacid:21817824	-1.972386792	150.5269743	0.316926196	-6.223489312	4.86E-10	1.05E-08	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy-metal-associated domain-containing protein, putative, expressed"
bradi1g74930.1|pacid:21822457	1.48913038	2.655122267	0.530665614	2.806155779	0.005013645	0.019008705	GO:0005515	syntaxin of plants 71	"SNARE domain containing protein, putative, expressed"
bradi1g75040.1|pacid:21817367	-1.509780259	0.592814229	0.57322465	-2.63383694	0.008442602	0.029148169	"GO:0003700,GO:0006355"	Integrase-type DNA-binding superfamily protein	"AP2 domain containing protein, expressed"
bradi1g75140.1|pacid:21818979	-1.84969962	147.7520639	0.267167532	-6.923369801	4.41E-12	1.30E-10	"GO:0004672,GO:0005524,GO:0006468"	calmodulin-binding receptor-like cytoplasmic kinase 2	"tyrosine protein kinase domain containing protein, putative, expressed"
bradi1g75160.1|pacid:21818048	1.779656084	9.099610762	0.422932574	4.207895518	2.58E-05	0.000209801			expressed protein
bradi1g75200.2|pacid:21821656	-1.453601968	3.989000073	0.472632724	-3.075542368	0.002101201	0.009311518		Peptidase S24/S26A/S26B/S26C family protein	"peptidase, putative, expressed"
bradi1g75300.2|pacid:21815077	1.143266519	6.962287247	0.398183403	2.871205859	0.004089091	0.016148557			expressed protein
bradi1g75590.1|pacid:21821231	-1.693464539	178.9836978	0.350882787	-4.826296987	1.39E-06	1.55E-05	"GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021"	multidrug resistance-associated protein 5	"multidrug resistance-associated protein, putative, expressed"
bradi1g75610.1|pacid:21816788	-2.478977591	168.0428229	0.452839651	-5.474294459	4.39E-08	6.69E-07	"GO:0016161,GO:0000272"	beta-amylase 1	"beta-amylase, putative, expressed"
bradi1g75640.1|pacid:21815571	-1.735438689	4.014894104	0.534517512	-3.246738695	0.001167355	0.005733146		RPM1 interacting protein 13	expressed protein
bradi1g75670.1|pacid:21820739	-1.331751687	374.4217072	0.285988429	-4.656662834	3.21E-06	3.32E-05		Tetratricopeptide repeat (TPR)-like superfamily protein	expressed protein
bradi1g75820.1|pacid:21821351	1.238353927	168.8110611	0.232461658	5.327131953	9.98E-08	1.41E-06	"GO:0005215,GO:0006857,GO:0016020"	peptide transporter 3	"peptide transporter PTR3-A, putative, expressed"
bradi1g75920.1|pacid:21822407	1.486419973	36.93097057	0.247540132	6.004763591	1.92E-09	3.79E-08	GO:0016020	early-responsive to dehydration stress protein (ERD4)	expressed protein
bradi1g75950.1|pacid:21822862	-2.803190337	111.5063383	0.347335448	-8.070556439	7.00E-16	3.36E-14	"GO:0004672,GO:0005524,GO:0006468,GO:0048544,GO:0005529"	S-locus lectin protein kinase family protein	"serine/threonine-protein kinase receptor precursor, putative, expressed"
bradi1g76000.1|pacid:21822720	-2.027744554	10.64796556	0.494258768	-4.102597032	4.09E-05	0.000313886			"protein-methionine-S-oxide reductase, putative, expressed"
bradi1g76020.1|pacid:21820231	-1.879351242	983.1989016	0.133532827	-14.07407661	5.48E-45	2.40E-42	"GO:0008168,GO:0008610,GO:0008152,GO:0006694"	sterol methyltransferase 2	"C-methyltransferase, putative, expressed"
bradi1g76110.1|pacid:21817472	1.37979029	36.48246082	0.360341902	3.829114186	0.000128605	0.000858151	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 78, subfamily A, polypeptide 6"	"cytochrome P450, putative, expressed"
bradi1g76170.1|pacid:21821487	1.59222195	1.157806345	0.588868168	2.703868263	0.006853746	0.024587283	"GO:0003824,GO:0008152"	acyl activating enzyme 1	"AMP-binding enzyme, putative, expressed"
bradi1g76260.1|pacid:21819078	1.478989264	108.7144618	0.194707756	7.595944278	3.06E-14	1.20E-12		expansin-like A1	"expansin precursor, putative, expressed"
bradi1g76350.1|pacid:21823037	-1.807127756	15.30478655	0.390951248	-4.62238646	3.79E-06	3.84E-05	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase family protein, putative, expressed"
bradi1g76840.1|pacid:21817893	1.190233229	120.856292	0.133153759	8.938788032	3.93E-19	2.74E-17	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"serine/threonine-protein kinase, putative, expressed"
bradi1g76870.2|pacid:21821808	-1.27161684	118.5956003	0.271862288	-4.677430072	2.90E-06	3.02E-05	"GO:0005506,GO:0016491,GO:0006633,GO:0055114"	beta-hydroxylase 1	"fatty acid hydroxylase, putative, expressed"
bradi1g76950.1|pacid:21819882	-2.295724075	62.75382202	0.315531945	-7.27572631	3.45E-13	1.19E-11		Alpha/beta hydrolase related protein	"hydrolase, alpha/beta fold family protein, putative, expressed"
bradi1g77080.1|pacid:21820081	1.194473173	163.9470857	0.167536279	7.129638888	1.01E-12	3.25E-11	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"CAMK_CAMK_like_ULKh_APGy.1 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi1g77140.1|pacid:21822790	-1.892104858	20.33839764	0.320986882	-5.894648547	3.75E-09	7.01E-08	"GO:0004601,GO:0020037,GO:0006979,GO:0055114"	Peroxidase superfamily protein	"peroxidase precursor, putative, expressed"
bradi1g77325.1|pacid:21821908	1.045910888	53.02414964	0.244638304	4.275335755	1.91E-05	0.000160776	"GO:0004672,GO:0005524,GO:0006468"	cell division control 2	"cyclin-dependent kinase A-1, putative, expressed"
bradi1g77430.1|pacid:21820540	-1.395468805	39.4981984	0.255673272	-5.458015981	4.81E-08	7.25E-07		phloem protein 2-A13	"OsFBX76 - F-box domain containing protein, expressed"
bradi1g77450.2|pacid:21819283	-2.428715417	120.7589134	0.298429896	-8.138311382	4.01E-16	1.98E-14	"GO:0004252,GO:0016021,GO:0006508"	RHOMBOID-like 2	"OsRhmbd7 - Putative Rhomboid homologue, expressed"
bradi1g77460.1|pacid:21823598	-1.617021945	156.8409667	0.244909584	-6.60252621	4.04E-11	1.03E-09		alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family protein, putative, expressed"
bradi1g77680.1|pacid:21821427	-1.721008645	4.64999784	0.574096757	-2.997767579	0.00271965	0.011556609			expressed protein
bradi1g77710.1|pacid:21818940	-1.844524871	5.651178136	0.48041642	-3.839429284	0.000123321	0.00082849	GO:0005524	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"AAA-type ATPase family protein, putative, expressed"
bradi1g77840.2|pacid:21817187	-1.24860895	8.265100923	0.422494407	-2.955326581	0.003123382	0.012978804		Remorin family protein	"remorin, putative, expressed"
bradi1g77920.2|pacid:21816584	-1.294848069	82.80568516	0.291185596	-4.446813607	8.72E-06	8.08E-05		Peptidoglycan-binding LysM domain-containing protein	"lysM domain containing protein, putative, expressed"
bradi1g77940.1|pacid:21815016	-1.150771408	62.91545701	0.342270576	-3.362168668	0.000773329	0.004025306		Plant protein of unknown function (DUF827)	"paramyosin, putative, expressed"
bradi1g78076.1|pacid:21823309	-1.419405701	51.48175801	0.229563218	-6.183071096	6.29E-10	1.34E-08	"GO:0045156,GO:0009772,GO:0019684,GO:0030077"	photosystem II reaction center protein D	"photosystem II D2 protein, putative, expressed"
bradi1g78165.1|pacid:21815009	1.038192448	5.620678322	0.413387888	2.511424447	0.012024502	0.038727531			expressed protein
bradi1g78200.1|pacid:21821654	1.12111169	8.194947865	0.409759357	2.73602462	0.006218637	0.022713446		AT hook motif DNA-binding family protein	"DNA binding protein, putative, expressed"
bradi1g78240.1|pacid:21818133	1.392330905	140.3730504	0.410388734	3.392712302	0.000692043	0.003650332		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	"LTPL113 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
bradi1g78245.1|pacid:21822213	1.248537875	23.05869679	0.513142798	2.433119748	0.014969349	0.046001092			
bradi1g78340.2|pacid:21819942	1.126543948	11.6596117	0.371308178	3.033986363	0.002413453	0.01046899		expansin B2	"expansin precursor, putative, expressed"
bradi1g78380.1|pacid:21816604	-1.114790547	8.721654386	0.382406179	-2.915200142	0.003554605	0.014423986	"GO:0004672,GO:0005524,GO:0006468,GO:0006950"	U-box domain-containing protein kinase family protein	"protein kinase family protein, putative, expressed"
bradi2g00280.1|pacid:21804106	-2.114252051	119.7592367	0.222164985	-9.516585408	1.79E-21	1.51E-19	"GO:0003700,GO:0043565,GO:0006355"	WRKY DNA-binding protein 26	"WRKY53, expressed"
bradi2g00520.1|pacid:21807636	1.729083441	3.111763601	0.578413223	2.989356697	0.002795656	0.011836261		Pentatricopeptide repeat (PPR) superfamily protein	"PPR repeat containing protein, expressed"
bradi2g00530.1|pacid:21803213	-1.227036893	42.15653728	0.236496222	-5.188399551	2.12E-07	2.81E-06	"GO:0003677,GO:0006334,GO:0005634,GO:0000786"	Histone superfamily protein	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
bradi2g00540.1|pacid:21804644	-1.753978159	14.09841576	0.472510673	-3.712039239	0.000205596	0.001291963	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich repeat protein kinase family protein	"receptor kinase, putative, expressed"
bradi2g00670.1|pacid:21806396	2.241341772	28.45115855	0.400268381	5.599597363	2.15E-08	3.48E-07	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase domain containing protein, expressed"
bradi2g00677.1|pacid:21804322	1.454899727	8.715263278	0.422277139	3.445367014	0.000570285	0.003109468		Exonuclease family protein	"ZOS1-01 - C2H2 zinc finger protein, expressed"
bradi2g00831.1|pacid:21808306	1.643100196	5.244114751	0.481027252	3.415815194	0.000635914	0.003401536	"GO:0004806,GO:0006629,GO:0004091,GO:0016042"	alpha/beta-Hydrolases superfamily protein	"calmodulin-binding heat-shock protein, putative, expressed"
bradi2g00920.1|pacid:21808341	-1.418160972	0.804860941	0.564007756	-2.514435233	0.01192232	0.03845369	GO:0005515	RNI-like superfamily protein	"TOO MANY MOUTHS precursor, putative, expressed"
bradi2g00950.1|pacid:21808440	1.049812023	61.35912199	0.210438647	4.988684533	6.08E-07	7.32E-06	"GO:0003755,GO:0006457"	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	"peptidyl-prolyl cis-trans isomerase, putative, expressed"
bradi2g01010.1|pacid:21807148	1.249857445	6.25898607	0.452374473	2.762882343	0.005729341	0.021236759		temperature sensing protein-related	
bradi2g01050.1|pacid:21804418	-1.321277919	24.33019755	0.280855863	-4.70446978	2.55E-06	2.68E-05		Methyltransferase MT-A70 family protein	"sulfated surface glycoprotein 185 precursor, putative, expressed"
bradi2g01077.1|pacid:21803505	1.384183982	1.000032451	0.576383995	2.401496216	0.016328178	0.049264075		NB-ARC domain-containing disease resistance protein	"Leucine Rich Repeat family protein, expressed"
bradi2g01185.1|pacid:21803688	1.937844452	55.23680182	0.232899583	8.320514895	8.76E-17	4.67E-15	GO:0005515	F-box and associated interaction domains-containing protein	"OsFBX361 - F-box domain containing protein, expressed"
bradi2g01187.1|pacid:21809037	1.629270722	11.72890228	0.370019835	4.403198334	1.07E-05	9.64E-05			"OsFBX379 - F-box domain containing protein, expressed"
bradi2g01217.1|pacid:21805084	-1.931433216	43.31248218	0.428225471	-4.510318392	6.47E-06	6.21E-05	"GO:0004672,GO:0005524,GO:0006468"	PR5-like receptor kinase	expressed protein
bradi2g01245.1|pacid:21805741	2.907213115	3.05642387	0.570368567	5.097078067	3.45E-07	4.37E-06	GO:0005515	F-box family protein	"OsFBX361 - F-box domain containing protein, expressed"
bradi2g01310.1|pacid:21803519	-1.839551549	24.44846498	0.316790648	-5.806836669	6.37E-09	1.13E-07	"GO:0004672,GO:0005524,GO:0006468"	suppressor of npr1-1 constitutive 4	"protein kinase domain containing protein, expressed"
bradi2g01320.1|pacid:21803187	-1.749830718	71.38026948	0.27606949	-6.338370534	2.32E-10	5.27E-09	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase domain containing protein, expressed"
bradi2g01420.1|pacid:21802860	-1.457689935	11.76414698	0.47543338	-3.066023543	0.002169262	0.009561612	GO:0016757	Glycosyltransferase family 61 protein	"glycosyltransferase protein, putative, expressed"
bradi2g01530.1|pacid:21804066	-1.625041418	17.83813987	0.321642773	-5.052317529	4.36E-07	5.41E-06	"GO:0016491,GO:0055114"	FAD/NAD(P)-binding oxidoreductase	"fruit protein PKIWI502, putative, expressed"
bradi2g01600.1|pacid:21805548	-2.684864887	13.59249269	0.456874412	-5.876592816	4.19E-09	7.76E-08			expressed protein
bradi2g01620.1|pacid:21806001	1.96587481	71.80873412	0.206840624	9.504297426	2.01E-21	1.69E-19	"GO:0008375,GO:0016020"	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	"xylosyltransferase, putative, expressed"
bradi2g01780.1|pacid:21809690	2.151193643	4.994326626	0.483693643	4.447430049	8.69E-06	8.06E-05		Mannose-binding lectin superfamily protein	"Jacalin-like lectin domain containing protein, putative, expressed"
bradi2g01790.1|pacid:21803511	1.43334892	3.566025786	0.491583502	2.91577914	0.003548016	0.014400726			"seven in absentia protein family protein, putative, expressed"
bradi2g01860.1|pacid:21808347	-1.565408624	0.820375401	0.575116897	-2.721896422	0.006490848	0.023532439		XH/XS domain-containing protein	"transcription factor X1, putative, expressed"
bradi2g01937.1|pacid:21806273	-1.31140558	9.783405812	0.457660082	-2.865457641	0.00416407	0.016385648	"GO:0004672,GO:0005524,GO:0006468"	cysteine-rich RLK (RECEPTOR-like protein kinase) 41	"cysteine-rich receptor-like protein kinase 7 precursor, putative, expressed"
bradi2g01967.1|pacid:21806933	-1.201517754	8.590228846	0.414411444	-2.899335366	0.003739547	0.015005144	"GO:0003676,GO:0004519,GO:0006308"	endonuclease 2	"nuclease PA3, putative, expressed"
bradi2g02000.1|pacid:21805339	-1.005998071	194.1166451	0.252287265	-3.987510319	6.68E-05	0.000483638		"Protein of unknown function DUF2359, transmembrane"	expressed protein
bradi2g02030.1|pacid:21808076	1.599518942	59.43970945	0.263192598	6.077370532	1.22E-09	2.51E-08	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"	Protein of unknown function (DUF1666)	expressed protein
bradi2g02050.1|pacid:21807914	-1.023840348	44.26027192	0.301040515	-3.401005164	0.000671386	0.003555624	"GO:0008324,GO:0006812,GO:0055085,GO:0016021"	Cation efflux family protein	"cation efflux family protein, putative, expressed"
bradi2g02060.1|pacid:21804654	-1.918068671	11.38121365	0.496120545	-3.866134333	0.000110574	0.000753629			expressed protein
bradi2g02080.1|pacid:21807889	-1.195131685	272.6843893	0.272028429	-4.3934073	1.12E-05	0.000100296			expressed protein
bradi2g02120.1|pacid:21802807	-1.480020284	22.09506784	0.31143223	-4.752302878	2.01E-06	2.18E-05	"GO:0006508,GO:0004190"	Eukaryotic aspartyl protease family protein	"xylanase inhibitor, putative, expressed"
bradi2g02160.1|pacid:21807624	-1.117985603	48.57203647	0.290459721	-3.849021122	0.000118591	0.000801625	GO:0005515	receptor like protein 34	"verticillium wilt disease resistance protein, putative, expressed"
bradi2g02190.1|pacid:21808066	2.421935176	2.067297385	0.585143274	4.139046426	3.49E-05	0.000272945		C2H2 and C2HC zinc fingers superfamily protein	"ZOS1-03 - C2H2 zinc finger protein, expressed"
bradi2g02230.1|pacid:21803706	2.054011896	567.3855756	0.267838628	7.668841166	1.74E-14	7.02E-13	"GO:0022857,GO:0055085,GO:0016021"	plastidic GLC translocator	"transporter family protein, putative, expressed"
bradi2g02310.1|pacid:21804165	-3.045045823	71.27718441	0.414514653	-7.346051104	2.04E-13	7.23E-12		Calmodulin-binding protein	"calmodulin binding protein, putative, expressed"
bradi2g02340.1|pacid:21803150	-4.513068316	160.6116026	0.340356703	-13.2598191	3.96E-40	1.22E-37		EF hand calcium-binding protein family	"OsCML16 - Calmodulin-related calcium sensor protein, expressed"
